"","nfi_plot","meas_date","NFI_species","utm_n","utm_e","biomass_composition"
"239",1217991,"2003-JUN-23","PICE ENG GLA",6310000,410000,1672.4435
"240",1217991,"2003-JUN-23","PINU CON LAT",6310000,410000,765.3555
"241",1217991,"2018-JUL-18","ABIE LAS ",6310000,410000,11401.51336
"242",1217991,"2018-JUL-18","PICE ENG GLA",6310000,410000,1673.61664
"243",1217996,"2002-AUG-18","ABIE LAS ",6310000,430000,55.007273
"244",1217996,"2002-AUG-18","PICE GLA ",6310000,430000,3321.391027
"245",1217996,"2018-JUL-11","ABIE LAS ",6310000,430000,86.32882
"246",1217996,"2018-JUL-11","PICE GLA ",6310000,430000,4531.68427
"247",1224876,"2005-JUN-19","ABIE AMA ",6290000,430000,92.35785
"248",1224876,"2005-JUN-19","ABIE LAS ",6290000,430000,2441.26365
"249",1224876,"2018-JUL-13","ABIE LAS ",6290000,430000,3826.1926
"250",1224886,"2002-JUL-06","ABIE LAS ",6280000,470000,231.55977
"251",1224886,"2002-JUL-06","PICE ENG GLA",6280000,470000,5828.26883
"252",1224886,"2019-JUL-28","ABIE LAS ",6280000,470000,374.86314
"253",1224886,"2019-JUL-28","PICE ENG GLA",6280000,470000,6627.75826
"254",1224896,"2002-AUG-08","PINU CON LAT",6280000,510000,1302.18972
"255",1224896,"2002-AUG-08","POPU BAL ",6280000,510000,283.54131
"256",1224896,"2019-JUL-29","PICE ENG GLA",6280000,510000,5086.17713
"257",1224896,"2019-JUL-29","PINU CON ",6280000,510000,1457.32969
"258",1224896,"2019-JUL-29","POPU BAL ",6280000,510000,212.32618
"259",1224896,"2019-JUL-29","POPU TRE ",6280000,510000,2885.70581
"260",1224916,"2003-JUN-24","BETU NEO ",6280000,590000,545.92616
"261",1224916,"2003-JUN-24","PICE ENG GLA",6280000,590000,9316.3486
"262",1224916,"2003-JUN-24","POPU TRE ",6280000,590000,2005.68524
"263",1224916,"2019-JUL-22","BETU NEO ",6280000,590000,344.26588
"264",1224916,"2019-JUL-22","PICE GLA ",6280000,590000,9479.60691
"265",1224916,"2019-JUL-22","POPU TRE ",6280000,590000,2459.042
"266",1231676,"2001-AUG-26","PICE LUT X",6260000,470000,2.2425
"267",1231676,"2021-JUL-26","ABIE LAS ",6260000,470000,62.651596
"268",1231676,"2021-JUL-26","TSUG HET ",6260000,470000,1.278604
"269",1231761,"2000-AUG-01","PICE ENG GLA",6260000,450000,5519.316363
"270",1231761,"2000-AUG-01","POPU BAL ",6260000,450000,1409.694937
"271",1231761,"2018-JUL-20","PICE ENG GLA",6260000,450000,32.6458
"272",1231761,"2018-JUL-20","POPU BAL BAL",6260000,450000,0.634647
"273",1231781,"2002-JUL-18","BETU PAP ",6260000,530000,146.0646
"274",1231781,"2002-JUL-18","PICE GLA ",6260000,530000,3262.1094
"275",1231781,"2002-JUL-18","PINU CON LAT",6260000,530000,7546.671
"276",1231781,"2002-JUL-18","POPU TRE ",6260000,530000,1217.205
"277",1231781,"2019-JUL-24","PICE GLA ",6260000,530000,6942.60518
"278",1238556,"2003-JUL-03","ABIE LAS ",6240000,480000,13450.93104
"279",1238556,"2003-JUL-03","TSUG HET ",6240000,480000,128.51208
"280",1238556,"2003-JUL-03","TSUG MER ",6240000,480000,699.67688
"281",1238556,"2021-AUG-10","ABIE LAS ",6240000,480000,15269.2124
"282",1238556,"2021-AUG-10","TSUG HET ",6240000,480000,365.13334
"283",1238556,"2021-AUG-10","TSUG MER ",6240000,480000,979.22123
"284",1245451,"2002-AUG-03","ABIE LAS ",6220000,540000,10165.35552
"285",1245451,"2002-AUG-03","TSUG MER ",6220000,540000,3070.78448
"286",1245451,"2021-AUG-12","ABIE LAS ",6220000,540000,9232.00146
"287",1245451,"2021-AUG-12","TSUG MER ",6220000,540000,3537.01854
"288",1245481,"2002-AUG-16","ABIE LAS ",6230000,660000,10006.81396
"289",1245481,"2002-AUG-16","PICE ENG ",6230000,660000,40.01664
"290",1245481,"2017-JUL-24","ABIE LAS ",6230000,660000,10908.20316
"291",1245481,"2017-JUL-24","PICE ENG ",6230000,660000,43.68344
"292",1245546,"2000-JUL-30","BETU PAP ",6220000,540000,32.63832
"293",1245546,"2000-JUL-30","PICE ENG GLA",6220000,540000,32.63832
"294",1245546,"2000-JUL-30","PICE GLA ",6220000,540000,1138.26141
"295",1245546,"2000-JUL-30","PICE MAR ",6220000,540000,2733.457752
"296",1245546,"2000-JUL-30","POPU BAL ",6220000,540000,240.70761
"297",1245546,"2019-SEP-10","BETU PAP ",6220000,540000,209.04096
"298",1245546,"2019-SEP-10","PICE ENG GLA",6220000,540000,12.647544
"299",1245546,"2019-SEP-10","POPU BAL ",6220000,540000,571.03872
"300",1245546,"2019-SEP-10","POPU TRE ",6220000,540000,30.59136
"301",1245561,"2005-JUN-13","POPU TRE ",6220000,6e+05,6378.9
"302",1245561,"2019-SEP-05","POPU TRE ",6220000,6e+05,8287.93
"303",1252421,"2005-JUN-26","ABIE LAS ",6200000,520000,1267.77318
