"","nfi_plot","loc_id","meas_num","species_num","genus","species","variety","smtree_percent","species_strel","meas_date","utm_n","utm_e"
"30",1025421,0,1,2,"PICE","GLA","",1,0.016,"2016-AUG-23",6850000,390000
"31",1025421,0,1,3,"SALI","SPP","",1,0.016,"2016-AUG-23",6850000,390000
"32",1025501,0,0,1,"PICE","GLA","",100,0.978,"2003-AUG-19",6800000,390000
"33",1025501,0,0,2,"POPU","BAL","",0,0.022,"2003-AUG-19",6800000,390000
"34",1025501,0,1,1,"PICE","GLA","",100,1,"2009-JUL-23",6800000,390000
"35",1032241,0,0,1,"PICE","GLA","",100,1,"2004-JUL-14",6840000,470000
"36",1032241,0,1,1,"PICE","GLA","",100,1,"2018-AUG-18",6840000,470000
"37",1039166,0,0,5,"BETU","GLA","",1,0.026,"2004-JUL-15",6820000,650000
"38",1039166,0,1,1,"POPU","TRE","",100,1,"2016-AUG-21",6820000,650000
"39",1039211,0,0,1,"POPU","BAL","",75,0.75,"2003-AUG-26",6790000,510000
"40",1039211,0,0,2,"POPU","TRE","",25,0.25,"2003-AUG-26",6790000,510000
"41",1039211,0,1,1,"POPU","TRE","",100,1,"2009-JUL-26",6790000,510000
"42",1046006,0,0,1,"PINU","BAN","",96,0.962,"2004-JUL-10",6800000,490000
"43",1046006,0,0,2,"SALI","SCO","",3,0.032,"2004-JUL-10",6800000,490000
"44",1046006,0,0,3,"POPU","TRE","",1,0.006,"2004-JUL-10",6800000,490000
"45",1046006,0,1,1,"PINU","BAN","",100,1,"2017-AUG-13",6800000,490000
"46",1046031,0,0,1,"PICE","MAR","",100,1,"2004-JUL-13",6800000,590000
"47",1046031,0,1,1,"PICE","MAR","",100,1,"2017-AUG-15",6800000,590000
"48",1046046,0,0,1,"PICE","MAR","",94,0.915,"2004-JUL-15",6800000,650000
"49",1046046,0,0,2,"PICE","GLA","",4,0.064,"2004-JUL-15",6800000,650000
"50",1046046,0,0,3,"LARI","LAR","",2,0.021,"2004-JUL-15",6800000,650000
"51",1046046,0,1,1,"PICE","MAR","",86,0.929,"2009-JUL-28",6800000,650000
"52",1046086,0,0,1,"PICE","MAR","",77,0.762,"2003-AUG-16",6780000,480000
"53",1046086,0,0,2,"PICE","GLA","",23,0.238,"2003-AUG-16",6780000,480000
"54",1046086,0,1,1,"PICE","MAR","",85,0.836,"2015-AUG-22",6780000,480000
"55",1046086,0,1,2,"PICE","GLA","",15,0.164,"2015-AUG-22",6780000,480000
"56",1052886,0,0,1,"PICE","MAR","",100,1,"2004-JUL-11",6780000,490000
"57",1052886,0,1,1,"PICE","MAR","",100,1,"2017-AUG-14",6780000,490000
"58",1052971,0,0,3,"PICE","GLA","",4,0.054,"2004-JUL-22",6750000,500000
"59",1052971,0,1,3,"PICE","GLA","",8,0.119,"2015-AUG-15",6750000,500000
"60",1059821,0,0,1,"LARI","LAR","",100,1,"2003-AUG-17",6750000,380000
"61",1059821,0,1,1,"LARI","LAR","",100,1,"2015-AUG-23",6750000,380000
"62",1059831,0,0,1,"PICE","MAR","",99,0.909,"2003-AUG-17",6740000,420000
"63",1059831,0,0,2,"LARI","LAR","",2,0.091,"2003-AUG-17",6740000,420000
"64",1059831,0,1,1,"PICE","MAR","",96,0.923,"2015-AUG-22",6740000,420000
"65",1059831,0,1,2,"LARI","LAR","",4,0.077,"2015-AUG-22",6740000,420000
"66",1059836,0,0,1,"PICE","MAR","",100,1,"2004-JUL-17",6740000,440000
"67",1059836,0,1,1,"PICE","MAR","",100,1,"2015-AUG-21",6740000,440000
"68",1059906,0,0,1,"PICE","GLA","",64,0.75,"2003-AUG-22",6700000,390000
"69",1059906,0,1,1,"PICE","GLA","",63,0.8,"2015-AUG-17",6700000,390000
"70",1059906,0,1,2,"POPU","TRE","",37,0.2,"2015-AUG-17",6700000,390000
"71",1066646,0,0,1,"SALI","SCO","",86,0.824,"2004-JUL-08",6740000,490000
"72",1066646,0,0,2,"PICE","GLA","",8,0.118,"2004-JUL-08",6740000,490000
"73",1066646,0,0,3,"POPU","TRE","",7,0.059,"2004-JUL-08",6740000,490000
"74",1066646,0,1,1,"PICE","GLA","",100,1,"2017-AUG-09",6740000,490000
"75",1066676,0,0,1,"PICE","MAR","",100,1,"2004-JUL-21",6740000,610000
"76",1066676,0,1,1,"PICE","MAR","",100,1,"2017-AUG-16",6740000,610000
"77",1066691,0,0,1,"PICE","MAR","",100,1,"2004-JUL-20",6730000,340000
"78",1066691,0,1,1,"PICE","MAR","",100,1,"2017-AUG-16",6730000,340000
"79",1066766,0,0,1,"PICE","MAR","",100,1,"2003-AUG-21",6700000,630000
"80",1066766,0,1,1,"PICE","MAR","",100,1,"2015-AUG-18",6700000,630000
"81",1073521,0,0,1,"BETU","PAP","",94,0.75,"2004-JUL-12",6720000,470000
"82",1073521,0,0,2,"PICE","GLA","",6,0.25,"2004-JUL-12",6720000,470000
"83",1073521,0,1,3,"PICE","MAR","",8,0.167,"2017-AUG-13",6720000,470000
"84",1073566,0,0,1,"PICE","MAR","",57,0.7,"2004-JUL-20",6720000,640000
"85",1073566,0,0,2,"LARI","LAR","",43,0.3,"2004-JUL-20",6720000,640000
"86",1073566,0,1,1,"PICE","MAR","",64,0.727,"2009-JUL-29",6720000,640000
"87",1073566,0,1,2,"LARI","LAR","",36,0.273,"2009-JUL-29",6720000,640000
"88",1080421,0,0,1,"PICE","MAR","",80,0.714,"2004-JUL-09",6700000,540000
"89",1080421,0,0,2,"LARI","LAR","",20,0.286,"2004-JUL-09",6700000,540000
"90",1080421,0,1,1,"PICE","MAR","",77,0.786,"2017-AUG-11",6700000,540000
"91",1080421,0,1,2,"LARI","LAR","",23,0.214,"2017-AUG-11",6700000,540000
"92",1080431,0,0,1,"SALI","SCO","",63,0.571,"2004-JUL-21",6700000,580000
"93",1080431,0,1,1,"PICE","MAR","",100,1,"2017-AUG-11",6700000,580000
"94",1080471,0,0,1,"PICE","MAR","",100,1,"2003-AUG-18",6690000,410000
"95",1080471,0,1,1,"PICE","MAR","",100,1,"2009-JUL-25",6690000,410000
"96",1080481,0,0,1,"PICE","MAR","",100,1,"2003-AUG-20",6680000,450000
"97",1080481,0,1,1,"PICE","MAR","",100,1,"2009-JUL-25",6680000,450000
"98",1087331,0,0,1,"PICE","MAR","",100,1,"2004-JUL-21",6680000,660000
"99",1087331,0,1,1,"PICE","MAR","",100,1,"2017-AUG-10",6680000,660000
"100",1087351,0,0,1,"PICE","MAR","",99,0.969,"2003-AUG-18",6670000,410000
"101",1087351,0,0,2,"PINU","BAN","",1,0.031,"2003-AUG-18",6670000,410000
"102",1087351,0,1,1,"PICE","MAR","",97,0.976,"2015-AUG-19",6670000,410000
"103",1087351,0,1,2,"PINU","BAN","",4,0.024,"2015-AUG-19",6670000,410000
"104",1087376,0,0,1,"PICE","GLA","",100,1,"2003-AUG-15",6650000,510000
"105",1087376,0,1,1,"PICE","GLA","",100,1,"2015-AUG-19",6650000,510000
"106",1094196,0,0,1,"PICE","MAR","",100,1,"2009-JUL-29",6660000,600000
"107",1094196,0,1,1,"PICE","MAR","",100,1,"2021-JUL-24",6660000,600000
"108",812056,0,0,4,"SALI","PLA","",5,0.174,"2005-AUG-08",7480000,400000
"109",812056,0,0,5,"SALI","SPP","",4,0.13,"2005-AUG-08",7480000,400000
"110",812056,0,1,1,"PICE","GLA","",100,1,"2021-JUL-17",7480000,400000
"111",846436,0,0,1,"PICE","MAR","",99,0.933,"2005-AUG-12",7380000,580000
"112",846436,0,0,2,"BETU","GLA","",1,0.067,"2005-AUG-12",7380000,580000
"113",846436,0,1,1,"PICE","MAR","",100,1,"2021-JUL-19",7380000,580000
"114",853296,0,0,1,"PICE","GLA","",74,0.375,"2005-AUG-13",7360000,510000
"115",853296,0,0,7,"PICE","MAR","",1,0.021,"2005-AUG-13",7360000,510000
"116",853296,0,1,1,"PICE","GLA","",40,0.52,"2021-JUL-21",7360000,510000
"117",853296,0,1,2,"PICE","MAR","",36,0.24,"2021-JUL-21",7360000,510000
"118",853296,0,1,3,"LARI","LAR","",23,0.2,"2021-JUL-21",7360000,510000
"119",853296,0,1,4,"POPU","TRE","",1,0.04,"2021-JUL-21",7360000,510000
"120",853326,0,0,1,"PICE","MAR","",46,0.429,"2005-AUG-12",7360000,620000
"121",853326,0,0,2,"LARI","LAR","",45,0.286,"2005-AUG-12",7360000,620000
"122",853326,0,1,3,"PICE","GLA","",10,0.182,"2021-JUL-18",7360000,620000
"123",853346,0,0,1,"PICE","GLA","",95,0.583,"2005-AUG-09",7360000,430000
"124",853346,0,0,2,"SALI","SPP","",3,0.25,"2005-AUG-09",7360000,430000
"125",853346,0,0,3,"ALNU","CRI","",1,0.083,"2005-AUG-09",7360000,430000
"126",853346,0,0,4,"PICE","MAR","",1,0.083,"2005-AUG-09",7360000,430000
"127",853346,0,1,1,"PICE","GLA","",100,1,"2021-JUL-20",7360000,430000
"128",860171,0,0,1,"PICE","MAR","",97,0.909,"2006-JUL-26",7330000,490000
"129",860171,0,0,2,"PICE","GLA","",3,0.091,"2006-JUL-26",7330000,490000
"130",860171,0,1,1,"PICE","MAR","",100,1,"2021-JUL-21",7330000,490000
"131",867091,0,0,3,"BETU","GLA","",6,0.195,"2005-AUG-07",7320000,370000
"132",867091,0,0,4,"SALI","SPP","",3,0.098,"2005-AUG-07",7320000,370000
"133",867091,0,0,5,"SALI","PLA","",2,0.049,"2005-AUG-07",7320000,370000
"134",867091,0,0,6,"LARI","LAR","",1,0.024,"2005-AUG-07",7320000,370000
"135",867091,0,1,1,"PICE","MAR","",66,0.575,"2021-JUL-17",7320000,370000
"136",867091,0,1,2,"PICE","GLA","",20,0.275,"2021-JUL-17",7320000,370000
"137",867091,0,1,3,"LARI","LAR","",15,0.15,"2021-JUL-17",7320000,370000
"138",873921,0,0,1,"PICE","MAR","",82,0.702,"2006-JUL-24",7290000,450000
"139",873921,0,0,2,"LARI","LAR","",18,0.298,"2006-JUL-24",7290000,450000
"140",873921,0,1,1,"PICE","MAR","",79,0.633,"2021-JUL-16",7290000,450000
"141",873921,0,1,2,"LARI","LAR","",21,0.367,"2021-JUL-16",7290000,450000
"142",873961,0,0,1,"PICE","MAR","",84,0.429,"2005-AUG-01",7300000,610000
"143",873961,0,0,4,"PICE","SPP","",2,0.143,"2005-AUG-01",7300000,610000
"144",873961,0,1,1,"PICE","MAR","",78,0.667,"2019-AUG-03",7300000,610000
"145",873961,0,1,2,"LARI","LAR","",19,0.278,"2019-AUG-03",7300000,610000
"146",873961,0,1,3,"PICE","GLA","",3,0.056,"2019-AUG-03",7300000,610000
"147",880786,0,0,1,"PICE","MAR","",100,1,"2006-JUL-26",7270000,390000
"148",880786,0,1,1,"PICE","MAR","",100,1,"2021-JUL-16",7270000,390000
"149",880796,0,0,1,"PICE","MAR","",85,0.565,"2006-JUL-25",7270000,430000
"150",880796,0,0,2,"LARI","LAR","",15,0.435,"2006-JUL-25",7270000,430000
"151",880796,0,1,1,"PICE","MAR","",84,0.692,"2021-JUL-13",7270000,430000
"152",880796,0,1,2,"LARI","LAR","",16,0.308,"2021-JUL-13",7270000,430000
"153",880806,0,0,1,"PICE","MAR","",98,0.875,"2002-AUG-12",7280000,470000
"154",880806,0,0,2,"LARI","LAR","",2,0.125,"2002-AUG-12",7280000,470000
"155",880806,0,1,1,"PICE","MAR","",83,0.875,"2021-JUL-15",7280000,470000
"156",880806,0,1,2,"LARI","LAR","",17,0.125,"2021-JUL-15",7280000,470000
"157",880821,0,0,5,"PICE","GLA","",2,0.03,"2005-AUG-01",7280000,530000
"158",880821,0,1,1,"PICE","MAR","",37,0.789,"2021-JUL-14",7280000,530000
"159",880846,0,0,1,"LARI","LAR","",67,0.667,"2002-AUG-09",7280000,630000
"160",880846,0,0,2,"PICE","MAR","",33,0.333,"2002-AUG-09",7280000,630000
"161",880846,0,1,1,"LARI","LAR","",63,0.571,"2019-AUG-04",7280000,630000
"162",880846,0,1,2,"PICE","MAR","",37,0.429,"2019-AUG-04",7280000,630000
"163",880886,0,0,1,"PICE","GLA","",93,0.655,"2005-AUG-03",7280000,510000
"164",880886,0,1,1,"PICE","GLA","",100,1,"2019-AUG-07",7280000,510000
"165",887701,0,0,1,"PICE","MAR","",94,0.714,"2005-AUG-02",7260000,530000
"166",887701,0,0,2,"ALNU","CRI","",2,0.095,"2005-AUG-02",7260000,530000
"167",887701,0,0,3,"BETU","GLA","",2,0.095,"2005-AUG-02",7260000,530000
"168",887701,0,0,4,"LARI","LAR","",2,0.095,"2005-AUG-02",7260000,530000
"169",887701,0,1,1,"PICE","MAR","",100,1,"2021-JUL-13",7260000,530000
"170",887706,0,0,1,"BETU","GLA","",60,0.6,"2005-JUL-31",7260000,550000
"171",887706,0,0,2,"ALNU","CRI","",20,0.2,"2005-JUL-31",7260000,550000
"172",887706,0,0,3,"SALI","SPP","",20,0.2,"2005-JUL-31",7260000,550000
"173",887706,0,1,1,"PICE","MAR","",72,0.938,"2019-AUG-02",7260000,550000
"174",887706,0,1,2,"LARI","LAR","",28,0.063,"2019-AUG-02",7260000,550000
"175",887711,0,0,1,"PICE","MAR","",100,1,"2002-AUG-09",7260000,570000
"176",887711,0,1,1,"POPU","TRE","",100,1,"2019-AUG-01",7260000,570000
"177",887751,0,0,1,"PICE","MAR","",87,0.769,"2005-AUG-03",7260000,450000
"178",887751,0,0,2,"LARI","LAR","",12,0.077,"2005-AUG-03",7260000,450000
"179",887751,0,0,3,"PICE","GLA","",1,0.077,"2005-AUG-03",7260000,450000
"180",887751,0,0,4,"SALI","SPP","",1,0.077,"2005-AUG-03",7260000,450000
"181",887751,0,1,1,"PICE","MAR","",73,0.727,"2019-AUG-05",7260000,450000
"182",887751,0,1,2,"PICE","GLA","",17,0.182,"2019-AUG-05",7260000,450000
"183",887751,0,1,3,"LARI","LAR","",11,0.091,"2019-AUG-05",7260000,450000
"184",894591,0,0,4,"BETU","PAP","",9,0.081,"2005-JUL-30",7240000,570000
"185",894591,0,0,5,"BETU","PAP","NEO",1,0.027,"2005-JUL-30",7240000,570000
"186",894591,0,1,1,"PICE","MAR","",60,0.526,"2019-JUL-31",7240000,570000
"187",901546,0,0,1,"PICE","MAR","",57,0.675,"2006-JUL-30",7210000,580000
"188",901546,0,0,2,"PICE","GLA","",31,0.3,"2006-JUL-30",7210000,580000
"189",901546,0,0,3,"LARI","LAR","",12,0.025,"2006-JUL-30",7210000,580000
"190",901546,0,1,1,"PICE","MAR","",76,0.718,"2019-AUG-06",7210000,580000
"191",901546,0,1,2,"PICE","GLA","",23,0.256,"2019-AUG-06",7210000,580000
"192",901546,0,1,3,"LARI","LAR","",1,0.026,"2019-AUG-06",7210000,580000
"193",901566,0,0,1,"PICE","MAR","",100,1,"2005-AUG-05",7210000,380000
"194",901566,0,1,1,"PICE","MAR","",100,1,"2019-AUG-06",7210000,380000
"195",908331,0,0,1,"PICE","MAR","",100,1,"2002-AUG-19",7200000,490000
"196",908331,0,1,1,"PICE","GLA","",100,1,"2021-JUL-14",7200000,490000
"197",908381,0,0,1,"PICE","MAR","",100,1,"2005-JUL-29",7200000,410000
"198",908381,0,1,1,"PICE","MAR","",100,1,"2019-AUG-02",7200000,410000
"199",915246,0,0,1,"PICE","SPP","",98,0.98,"2002-AUG-28",7180000,630000
"200",915246,0,0,2,"PICE","GLA","",1,0.01,"2002-AUG-28",7180000,630000
"201",915246,0,0,3,"PICE","MAR","",1,0.01,"2002-AUG-28",7180000,630000
"202",915246,0,1,1,"PICE","MAR","",93,0.941,"2019-JUL-31",7180000,630000
"203",915246,0,1,2,"BETU","PAP","",7,0.059,"2019-JUL-31",7180000,630000
"204",915266,0,0,1,"PICE","MAR","",98,0.925,"2005-AUG-29",7180000,430000
"205",915266,0,0,2,"ALNU","CRI","",1,0.038,"2005-AUG-29",7180000,430000
"206",915266,0,0,3,"BETU","GLA","",1,0.019,"2005-AUG-29",7180000,430000
"207",915266,0,0,4,"SALI","SPP","",1,0.019,"2005-AUG-29",7180000,430000
"208",915266,0,1,1,"PICE","MAR","",100,1,"2019-AUG-01",7180000,430000
"209",915301,0,0,1,"SALI","PLA","",60,0.6,"2005-AUG-04",7180000,560000
"210",915301,0,0,2,"POPU","TRE","",40,0.4,"2005-AUG-04",7180000,560000
"211",915301,0,1,1,"POPU","TRE","",89,0.463,"2019-AUG-09",7180000,560000
"212",915301,0,1,2,"SALI","GLA","",6,0.341,"2019-AUG-09",7180000,560000
"213",915301,0,1,3,"PICE","MAR","",5,0.171,"2019-AUG-09",7180000,560000
"214",915301,0,1,4,"POPU","BAL","",1,0.024,"2019-AUG-09",7180000,560000
"215",929016,0,0,1,"PICE","MAR","",100,1,"2004-AUG-28",7140000,380000
"216",929016,0,1,1,"PICE","MAR","",100,1,"2018-AUG-23",7140000,380000
"217",929021,0,0,1,"PICE","MAR","",100,1,"2004-AUG-29",7140000,400000
"218",929021,0,1,1,"PICE","MAR","",100,1,"2018-AUG-24",7140000,400000
"219",929061,0,0,1,"PICE","MAR","",59,0.786,"2005-AUG-05",7140000,560000
"220",929061,0,0,2,"LARI","LAR","",38,0.107,"2005-AUG-05",7140000,560000
"221",929061,0,0,3,"SALI","SPP","",2,0.071,"2005-AUG-05",7140000,560000
"222",929061,0,0,4,"SHEP","CAN","",1,0.036,"2005-AUG-05",7140000,560000
"223",929061,0,1,1,"PICE","MAR","",83,0.921,"2018-AUG-29",7140000,560000
"224",929061,0,1,2,"LARI","LAR","",17,0.079,"2018-AUG-29",7140000,560000
"225",929066,0,0,1,"PICE","MAR","",84,0.889,"2005-AUG-06",7140000,580000
"226",929066,0,0,2,"PICE","GLA","",17,0.111,"2005-AUG-06",7140000,580000
"227",929066,0,1,1,"PICE","MAR","",84,0.796,"2019-AUG-09",7140000,580000
"228",935891,0,0,1,"PICE","MAR","",88,0.563,"2004-AUG-30",7120000,360000
"229",935891,0,0,2,"BETU","NEO","",12,0.438,"2004-AUG-30",7120000,360000
"230",935891,0,1,4,"BETU","NEO","",2,0.053,"2019-JUL-30",7120000,360000
"231",942786,0,0,1,"POPU","TRE","",100,1,"2004-SEP-01",7100000,420000
"232",942786,0,1,1,"POPU","TRE","",100,1,"2018-AUG-25",7100000,420000
"233",949656,0,0,1,"PICE","MAR","",92,0.7,"2004-SEP-02",7080000,380000
"234",949656,0,0,2,"BETU","NEO","",8,0.3,"2004-SEP-02",7080000,380000
"235",949656,0,1,1,"PICE","MAR","",71,0.667,"2018-AUG-27",7080000,380000
"236",949656,0,1,2,"BETU","PAP","",29,0.333,"2018-AUG-27",7080000,380000
"237",970321,0,0,1,"POPU","TRE","",75,0.75,"2004-AUG-25",7020000,480000
"238",970321,0,0,2,"PICE","GLA","",25,0.25,"2004-AUG-25",7020000,480000
"239",970321,0,1,1,"PICE","GLA","",100,1,"2018-AUG-20",7020000,480000
"240",970336,0,0,1,"BETU","GLA","",90,0.895,"2005-JUL-27",7020000,540000
"241",970336,0,0,2,"POPU","TRE","",11,0.105,"2005-JUL-27",7020000,540000
"242",970336,0,1,1,"PICE","MAR","",100,1,"2018-AUG-28",7020000,540000
"243",977196,0,0,1,"PICE","GLA","",84,0.667,"2004-AUG-26",7000000,460000
"244",977196,0,0,2,"SALI","SCO","",17,0.333,"2004-AUG-26",7000000,460000
"245",977196,0,1,1,"PICE","GLA","",99,0.833,"2018-AUG-26",7000000,460000
"246",977196,0,1,2,"POPU","TRE","",1,0.167,"2018-AUG-26",7000000,460000
"247",977211,0,0,1,"PICE","MAR","",97,0.7,"2004-SEP-03",7000000,520000
"248",977211,0,0,2,"LARI","LAR","",3,0.3,"2004-SEP-03",7000000,520000
"249",977211,0,1,1,"LARI","LAR","",100,1,"2018-AUG-30",7000000,520000
"250",977281,0,0,1,"PINU","BAN","",100,0.98,"2004-JUL-18",6980000,490000
"251",977281,0,0,2,"PICE","MAR","",0,0.02,"2004-JUL-18",6980000,490000
"252",977281,0,1,1,"PINU","BAN","",97,0.574,"2015-AUG-25",6980000,490000
"253",977281,0,1,2,"PICE","MAR","",3,0.426,"2015-AUG-25",6980000,490000
"254",984081,0,0,1,"PICE","MAR","",100,1,"2004-AUG-31",6980000,480000
"255",984081,0,1,1,"PICE","MAR","",100,1,"2018-AUG-21",6980000,480000
"256",997836,0,0,3,"PICE","MAR","",9,0.111,"2005-JUL-28",6940000,460000
"257",997836,0,0,4,"LARI","LAR","",3,0.037,"2005-JUL-28",6940000,460000
"258",997836,0,1,1,"PICE","MAR","",62,0.622,"2018-AUG-22",6940000,460000
"259",997846,0,0,1,"PICE","MAR","",89,0.424,"2005-JUL-27",6940000,490000
"260",997846,0,0,2,"LARI","LAR","",5,0.273,"2005-JUL-27",6940000,490000
"261",997846,0,0,3,"BETU","GLA","",2,0.121,"2005-JUL-27",6940000,490000
"262",997846,0,0,4,"SALI","PLA","",2,0.121,"2005-JUL-27",6940000,490000
"263",997846,0,0,5,"BETU","PAP","NEO",1,0.03,"2005-JUL-27",6940000,490000
"264",997846,0,0,6,"SALI","SPP","",1,0.03,"2005-JUL-27",6940000,490000
"265",997846,0,1,3,"BETU","NEO","",1,0.07,"2018-AUG-31",6940000,490000
"266",997851,0,0,1,"PICE","MAR","",97,0.824,"2005-JUL-28",6940000,510000
"267",997851,0,0,2,"ALNU","CRI","",3,0.176,"2005-JUL-28",6940000,510000
"268",997851,0,1,1,"PICE","MAR","",100,1,"2018-AUG-31",6940000,510000
"269",997881,0,0,1,"POPU","TRE","",65,0.652,"2005-JUL-26",6940000,630000
"270",997881,0,0,2,"BETU","GLA","",26,0.261,"2005-JUL-26",6940000,630000
"271",997881,0,0,3,"PINU","BAN","",4,0.043,"2005-JUL-26",6940000,630000
"272",997881,0,0,4,"SALI","SPP","",4,0.043,"2005-JUL-26",6940000,630000
"273",997881,0,1,3,"PICE","GLA","",0,0.045,"2018-AUG-19",6940000,630000
"274",997886,0,0,1,"PICE","MAR","",92,0.981,"2004-JUL-16",6930000,650000
"275",997886,0,0,2,"LARI","LAR","",5,0.009,"2004-JUL-16",6930000,650000
"276",997886,0,0,3,"LARI","OCC","",2,0.009,"2004-JUL-16",6930000,650000
"277",997886,0,1,1,"PICE","MAR","",92,0.932,"2021-JUL-23",6930000,650000
"278",997891,0,0,1,"POPU","TRE","",100,1,"2004-JUL-16",6930000,360000
"279",997891,0,1,1,"POPU","TRE","",99,0.982,"2021-JUL-23",6930000,360000
"280",997891,0,1,2,"GENC","SPP","",1,0.018,"2021-JUL-23",6930000,360000
